date,product_id,product_name,category,price,qty_sold,revenue,day_of_week,is_weekend,month,year,week_of_year,day_of_year,is_promotion,promo_discount,season
2024-01-07,5,Ceramic Vase Set,Home Decor,68.0,13,884.0,6,1,1,2024,1,7,0,0.0,winter
2024-01-07,6,Wireless Earbuds,Electronics,159.99,30,4799.7,6,1,1,2024,1,7,0,0.0,winter
2024-01-07,7,Gaming Keyboard,Electronics,89.99,12,1079.88,6,1,1,2024,1,7,0,0.0,winter
2024-01-07,8,Yoga Mat Premium,Sports,34.99,8,279.92,6,1,1,2024,1,7,0,0.0,winter
2024-01-07,9,Coffee Maker Deluxe,Appliances,149.99,16,2399.84,6,1,1,2024,1,7,0,0.0,winter
2024-01-07,10,Smart Speaker,Electronics,79.99,23,1839.77,6,1,1,2024,1,7,0,0.0,winter
2024-01-08,1,Nova Headphones,Electronics,199.99,10,1999.9,0,0,1,2024,2,8,0,0.0,winter
2024-01-08,2,Smart Watch Pro,Wearables,249.5,5,1247.5,0,0,1,2024,2,8,0,0.0,winter
2024-01-08,3,Minimalist Lamp,Home Decor,45.0,5,225.0,0,0,1,2024,2,8,0,0.0,winter
2024-01-08,4,Leather Crossbody,Fashion,129.0,2,258.0,0,0,1,2024,2,8,0,0.0,winter
2024-01-08,5,Ceramic Vase Set,Home Decor,68.0,8,544.0,0,0,1,2024,2,8,0,0.0,winter
2024-01-08,6,Wireless Earbuds,Electronics,159.99,9,1439.91,0,0,1,2024,2,8,0,0.0,winter
2024-01-08,7,Gaming Keyboard,Electronics,89.99,6,539.94,0,0,1,2024,2,8,0,0.0,winter
2024-01-08,8,Yoga Mat Premium,Sports,34.99,2,69.98,0,0,1,2024,2,8,0,0.0,winter
2024-01-08,9,Coffee Maker Deluxe,Appliances,149.99,9,1349.91,0,0,1,2024,2,8,0,0.0,winter
2024-01-08,10,Smart Speaker,Electronics,79.99,20,1599.8,0,0,1,2024,2,8,0,0.0,winter
2024-01-09,1,Nova Headphones,Electronics,199.99,13,2599.87,1,0,1,2024,2,9,0,0.0,winter
2024-01-09,2,Smart Watch Pro,Wearables,249.5,6,1497.0,1,0,1,2024,2,9,0,0.0,winter
2024-01-09,3,Minimalist Lamp,Home Decor,45.0,8,360.0,1,0,1,2024,2,9,0,0.0,winter
2024-01-09,4,Leather Crossbody,Fashion,129.0,4,516.0,1,0,1,2024,2,9,0,0.0,winter
2024-01-09,5,Ceramic Vase Set,Home Decor,68.0,7,476.0,1,0,1,2024,2,9,0,0.0,winter
2024-01-09,6,Wireless Earbuds,Electronics,159.99,14,2239.86,1,0,1,2024,2,9,0,0.0,winter
2024-01-09,7,Gaming Keyboard,Electronics,89.99,10,899.9,1,0,1,2024,2,9,0,0.0,winter
2024-01-09,8,Yoga Mat Premium,Sports,34.99,12,419.88,1,0,1,2024,2,9,0,0.0,winter
2024-01-09,9,Coffee Maker Deluxe,Appliances,149.99,10,1499.9,1,0,1,2024,2,9,0,0.0,winter
2024-01-09,10,Smart Speaker,Electronics,79.99,11,879.89,1,0,1,2024,2,9,0,0.0,winter
2024-01-10,1,Nova Headphones,Electronics,199.99,7,1399.93,2,0,1,2024,2,10,0,0.0,winter
2024-01-10,2,Smart Watch Pro,Wearables,249.5,1,249.5,2,0,1,2024,2,10,0,0.0,winter
2024-01-10,3,Minimalist Lamp,Home Decor,45.0,11,495.0,2,0,1,2024,2,10,0,0.0,winter
2024-01-10,4,Leather Crossbody,Fashion,129.0,3,387.0,2,0,1,2024,2,10,0,0.0,winter
2024-01-10,5,Ceramic Vase Set,Home Decor,68.0,5,340.0,2,0,1,2024,2,10,0,0.0,winter
2024-01-10,6,Wireless Earbuds,Electronics,159.99,10,1599.9,2,0,1,2024,2,10,0,0.0,winter
2024-01-10,7,Gaming Keyboard,Electronics,89.99,8,719.92,2,0,1,2024,2,10,0,0.0,winter
2024-01-10,8,Yoga Mat Premium,Sports,34.99,2,69.98,2,0,1,2024,2,10,0,0.0,winter
2024-01-10,9,Coffee Maker Deluxe,Appliances,149.99,4,599.96,2,0,1,2024,2,10,0,0.0,winter
2024-01-10,10,Smart Speaker,Electronics,79.99,7,559.93,2,0,1,2024,2,10,0,0.0,winter
2024-01-11,1,Nova Headphones,Electronics,199.99,8,1599.92,3,0,1,2024,2,11,0,0.0,winter
2024-01-11,2,Smart Watch Pro,Wearables,249.5,5,1247.5,3,0,1,2024,2,11,0,0.0,winter
2024-01-11,3,Minimalist Lamp,Home Decor,45.0,5,225.0,3,0,1,2024,2,11,0,0.0,winter
2024-01-11,4,Leather Crossbody,Fashion,129.0,4,516.0,3,0,1,2024,2,11,0,0.0,winter
2024-01-11,5,Ceramic Vase Set,Home Decor,68.0,4,272.0,3,0,1,2024,2,11,0,0.0,winter
2024-01-11,6,Wireless Earbuds,Electronics,159.99,14,2239.86,3,0,1,2024,2,11,0,0.0,winter
2024-01-11,7,Gaming Keyboard,Electronics,89.99,9,809.91,3,0,1,2024,2,11,0,0.0,winter
2024-01-11,8,Yoga Mat Premium,Sports,34.99,6,209.94,3,0,1,2024,2,11,0,0.0,winter
2024-01-11,9,Coffee Maker Deluxe,Appliances,149.99,7,1049.93,3,0,1,2024,2,11,0,0.0,winter
2024-01-11,10,Smart Speaker,Electronics,79.99,8,639.92,3,0,1,2024,2,11,0,0.0,winter
2024-01-12,1,Nova Headphones,Electronics,199.99,8,1599.92,4,0,1,2024,2,12,0,0.0,winter
2024-01-12,2,Smart Watch Pro,Wearables,249.5,8,1996.0,4,0,1,2024,2,12,0,0.0,winter
2024-01-12,3,Minimalist Lamp,Home Decor,45.0,6,270.0,4,0,1,2024,2,12,0,0.0,winter
2024-01-12,4,Leather Crossbody,Fashion,129.0,1,129.0,4,0,1,2024,2,12,0,0.0,winter
2024-01-12,5,Ceramic Vase Set,Home Decor,68.0,5,340.0,4,0,1,2024,2,12,0,0.0,winter
2024-01-12,6,Wireless Earbuds,Electronics,159.99,7,1119.93,4,0,1,2024,2,12,0,0.0,winter
2024-01-12,7,Gaming Keyboard,Electronics,89.99,9,809.91,4,0,1,2024,2,12,0,0.0,winter
2024-01-12,8,Yoga Mat Premium,Sports,34.99,8,279.92,4,0,1,2024,2,12,0,0.0,winter
2024-01-12,9,Coffee Maker Deluxe,Appliances,149.99,7,1049.93,4,0,1,2024,2,12,0,0.0,winter
2024-01-12,10,Smart Speaker,Electronics,79.99,7,559.93,4,0,1,2024,2,12,0,0.0,winter
2024-01-13,1,Nova Headphones,Electronics,199.99,15,2999.85,5,1,1,2024,2,13,0,0.0,winter
2024-01-13,2,Smart Watch Pro,Wearables,249.5,10,2495.0,5,1,1,2024,2,13,0,0.0,winter
2024-01-13,3,Minimalist Lamp,Home Decor,45.0,11,495.0,5,1,1,2024,2,13,0,0.0,winter
2024-01-13,4,Leather Crossbody,Fashion,129.0,4,516.0,5,1,1,2024,2,13,0,0.0,winter
2024-01-13,5,Ceramic Vase Set,Home Decor,68.0,8,544.0,5,1,1,2024,2,13,0,0.0,winter
2024-01-13,6,Wireless Earbuds,Electronics,159.99,27,4319.73,5,1,1,2024,2,13,0,0.0,winter
2024-01-13,7,Gaming Keyboard,Electronics,89.99,11,989.89,5,1,1,2024,2,13,0,0.0,winter
2024-01-13,8,Yoga Mat Premium,Sports,34.99,9,314.91,5,1,1,2024,2,13,0,0.0,winter
2024-01-13,9,Coffee Maker Deluxe,Appliances,149.99,16,2399.84,5,1,1,2024,2,13,0,0.0,winter
2024-01-13,10,Smart Speaker,Electronics,79.99,13,1039.87,5,1,1,2024,2,13,0,0.0,winter
2024-01-14,1,Nova Headphones,Electronics,199.99,21,4199.79,6,1,1,2024,2,14,0,0.0,winter
2024-01-14,2,Smart Watch Pro,Wearables,249.5,10,2495.0,6,1,1,2024,2,14,0,0.0,winter
2024-01-14,3,Minimalist Lamp,Home Decor,45.0,13,585.0,6,1,1,2024,2,14,0,0.0,winter
2024-01-14,4,Leather Crossbody,Fashion,129.0,2,258.0,6,1,1,2024,2,14,0,0.0,winter
2024-01-14,5,Ceramic Vase Set,Home Decor,68.0,3,204.0,6,1,1,2024,2,14,0,0.0,winter
2024-01-14,6,Wireless Earbuds,Electronics,159.99,20,3199.8,6,1,1,2024,2,14,0,0.0,winter
2024-01-14,7,Gaming Keyboard,Electronics,89.99,19,1709.81,6,1,1,2024,2,14,0,0.0,winter
2024-01-14,8,Yoga Mat Premium,Sports,34.99,7,244.93,6,1,1,2024,2,14,0,0.0,winter
2024-01-14,9,Coffee Maker Deluxe,Appliances,149.99,10,1499.9,6,1,1,2024,2,14,0,0.0,winter
2024-01-14,10,Smart Speaker,Electronics,79.99,13,1039.87,6,1,1,2024,2,14,0,0.0,winter
2024-01-15,1,Nova Headphones,Electronics,199.99,6,1199.94,0,0,1,2024,3,15,0,0.0,winter
2024-01-15,2,Smart Watch Pro,Wearables,249.5,4,998.0,0,0,1,2024,3,15,0,0.0,winter
2024-01-15,3,Minimalist Lamp,Home Decor,45.0,5,225.0,0,0,1,2024,3,15,0,0.0,winter
2024-01-15,4,Leather Crossbody,Fashion,129.0,2,258.0,0,0,1,2024,3,15,0,0.0,winter
2024-01-15,5,Ceramic Vase Set,Home Decor,68.0,6,408.0,0,0,1,2024,3,15,0,0.0,winter
2024-01-15,6,Wireless Earbuds,Electronics,159.99,24,3839.76,0,0,1,2024,3,15,0,0.0,winter
2024-01-15,7,Gaming Keyboard,Electronics,89.99,7,629.93,0,0,1,2024,3,15,0,0.0,winter
2024-01-15,8,Yoga Mat Premium,Sports,34.99,3,104.97,0,0,1,2024,3,15,0,0.0,winter
2024-01-15,9,Coffee Maker Deluxe,Appliances,149.99,5,749.95,0,0,1,2024,3,15,0,0.0,winter
2024-01-15,10,Smart Speaker,Electronics,79.99,8,639.92,0,0,1,2024,3,15,0,0.0,winter
2024-01-16,1,Nova Headphones,Electronics,199.99,8,1599.92,1,0,1,2024,3,16,0,0.0,winter
2024-01-16,2,Smart Watch Pro,Wearables,249.5,2,499.0,1,0,1,2024,3,16,0,0.0,winter
2024-01-16,3,Minimalist Lamp,Home Decor,45.0,8,360.0,1,0,1,2024,3,16,0,0.0,winter
2024-01-16,4,Leather Crossbody,Fashion,129.0,3,387.0,1,0,1,2024,3,16,0,0.0,winter
2024-01-16,5,Ceramic Vase Set,Home Decor,68.0,8,544.0,1,0,1,2024,3,16,0,0.0,winter
2024-01-16,6,Wireless Earbuds,Electronics,159.99,16,2559.84,1,0,1,2024,3,16,0,0.0,winter
2024-01-16,7,Gaming Keyboard,Electronics,89.99,7,629.93,1,0,1,2024,3,16,0,0.0,winter
2024-01-16,8,Yoga Mat Premium,Sports,34.99,7,244.93,1,0,1,2024,3,16,0,0.0,winter
2024-01-16,9,Coffee Maker Deluxe,Appliances,149.99,6,899.94,1,0,1,2024,3,16,0,0.0,winter
2024-01-16,10,Smart Speaker,Electronics,79.99,10,799.9,1,0,1,2024,3,16,0,0.0,winter
2024-01-17,1,Nova Headphones,Electronics,199.99,6,1199.94,2,0,1,2024,3,17,0,0.0,winter
2024-01-17,2,Smart Watch Pro,Wearables,249.5,5,1247.5,2,0,1,2024,3,17,0,0.0,winter
2024-01-17,3,Minimalist Lamp,Home Decor,45.0,5,225.0,2,0,1,2024,3,17,0,0.0,winter
2024-01-17,4,Leather Crossbody,Fashion,129.0,2,258.0,2,0,1,2024,3,17,0,0.0,winter
2024-01-17,5,Ceramic Vase Set,Home Decor,68.0,5,340.0,2,0,1,2024,3,17,0,0.0,winter
2024-01-17,6,Wireless Earbuds,Electronics,159.99,18,2879.82,2,0,1,2024,3,17,0,0.0,winter
2024-01-17,7,Gaming Keyboard,Electronics,89.99,11,989.89,2,0,1,2024,3,17,0,0.0,winter
2024-01-17,8,Yoga Mat Premium,Sports,34.99,11,384.89,2,0,1,2024,3,17,0,0.0,winter
2024-01-17,9,Coffee Maker Deluxe,Appliances,149.99,9,1349.91,2,0,1,2024,3,17,0,0.0,winter
2024-01-17,10,Smart Speaker,Electronics,79.99,12,959.88,2,0,1,2024,3,17,0,0.0,winter
2024-01-18,1,Nova Headphones,Electronics,199.99,11,2199.89,3,0,1,2024,3,18,0,0.0,winter
2024-01-18,2,Smart Watch Pro,Wearables,249.5,4,998.0,3,0,1,2024,3,18,0,0.0,winter
2024-01-18,3,Minimalist Lamp,Home Decor,45.0,8,360.0,3,0,1,2024,3,18,0,0.0,winter
2024-01-18,4,Leather Crossbody,Fashion,129.0,1,129.0,3,0,1,2024,3,18,0,0.0,winter
2024-01-18,5,Ceramic Vase Set,Home Decor,68.0,13,884.0,3,0,1,2024,3,18,0,0.0,winter
2024-01-18,6,Wireless Earbuds,Electronics,159.99,15,2399.85,3,0,1,2024,3,18,0,0.0,winter
2024-01-18,7,Gaming Keyboard,Electronics,89.99,6,539.94,3,0,1,2024,3,18,0,0.0,winter
2024-01-18,8,Yoga Mat Premium,Sports,34.99,4,139.96,3,0,1,2024,3,18,0,0.0,winter
2024-01-18,9,Coffee Maker Deluxe,Appliances,149.99,9,1349.91,3,0,1,2024,3,18,0,0.0,winter
2024-01-18,10,Smart Speaker,Electronics,79.99,17,1359.83,3,0,1,2024,3,18,0,0.0,winter
2024-01-19,1,Nova Headphones,Electronics,199.99,8,1599.92,4,0,1,2024,3,19,0,0.0,winter
2024-01-19,2,Smart Watch Pro,Wearables,249.5,8,1996.0,4,0,1,2024,3,19,0,0.0,winter
2024-01-19,3,Minimalist Lamp,Home Decor,45.0,6,270.0,4,0,1,2024,3,19,0,0.0,winter
2024-01-19,4,Leather Crossbody,Fashion,129.0,2,258.0,4,0,1,2024,3,19,0,0.0,winter
2024-01-19,5,Ceramic Vase Set,Home Decor,68.0,8,544.0,4,0,1,2024,3,19,0,0.0,winter
2024-01-19,6,Wireless Earbuds,Electronics,159.99,12,1919.88,4,0,1,2024,3,19,0,0.0,winter
2024-01-19,7,Gaming Keyboard,Electronics,89.99,7,629.93,4,0,1,2024,3,19,0,0.0,winter
2024-01-19,8,Yoga Mat Premium,Sports,34.99,14,489.86,4,0,1,2024,3,19,0,0.0,winter
2024-01-19,9,Coffee Maker Deluxe,Appliances,149.99,7,1049.93,4,0,1,2024,3,19,0,0.0,winter
2024-01-19,10,Smart Speaker,Electronics,79.99,9,719.91,4,0,1,2024,3,19,0,0.0,winter
2024-01-20,1,Nova Headphones,Electronics,199.99,9,1799.91,5,1,1,2024,3,20,0,0.0,winter
2024-01-20,2,Smart Watch Pro,Wearables,249.5,4,998.0,5,1,1,2024,3,20,0,0.0,winter
2024-01-20,3,Minimalist Lamp,Home Decor,45.0,13,585.0,5,1,1,2024,3,20,0,0.0,winter
2024-01-20,4,Leather Crossbody,Fashion,129.0,3,387.0,5,1,1,2024,3,20,0,0.0,winter
2024-01-20,5,Ceramic Vase Set,Home Decor,68.0,5,340.0,5,1,1,2024,3,20,0,0.0,winter
2024-01-20,6,Wireless Earbuds,Electronics,159.99,16,2559.84,5,1,1,2024,3,20,0,0.0,winter
2024-01-20,7,Gaming Keyboard,Electronics,89.99,11,989.89,5,1,1,2024,3,20,0,0.0,winter
2024-01-20,8,Yoga Mat Premium,Sports,34.99,11,384.89,5,1,1,2024,3,20,0,0.0,winter
2024-01-20,9,Coffee Maker Deluxe,Appliances,149.99,13,1949.87,5,1,1,2024,3,20,0,0.0,winter
2024-01-20,10,Smart Speaker,Electronics,79.99,10,799.9,5,1,1,2024,3,20,0,0.0,winter
2024-01-21,1,Nova Headphones,Electronics,199.99,20,3999.8,6,1,1,2024,3,21,0,0.0,winter
2024-01-21,2,Smart Watch Pro,Wearables,249.5,8,1996.0,6,1,1,2024,3,21,0,0.0,winter
2024-01-21,3,Minimalist Lamp,Home Decor,45.0,13,585.0,6,1,1,2024,3,21,0,0.0,winter
2024-01-21,4,Leather Crossbody,Fashion,129.0,4,516.0,6,1,1,2024,3,21,0,0.0,winter
2024-01-21,5,Ceramic Vase Set,Home Decor,68.0,5,340.0,6,1,1,2024,3,21,0,0.0,winter
2024-01-21,6,Wireless Earbuds,Electronics,159.99,23,3679.77,6,1,1,2024,3,21,0,0.0,winter
2024-01-21,7,Gaming Keyboard,Electronics,89.99,16,1439.84,6,1,1,2024,3,21,0,0.0,winter
2024-01-21,8,Yoga Mat Premium,Sports,34.99,3,104.97,6,1,1,2024,3,21,0,0.0,winter
2024-01-21,9,Coffee Maker Deluxe,Appliances,149.99,11,1649.89,6,1,1,2024,3,21,0,0.0,winter
2024-01-21,10,Smart Speaker,Electronics,79.99,12,959.88,6,1,1,2024,3,21,0,0.0,winter
2024-01-22,1,Nova Headphones,Electronics,199.99,7,1399.93,0,0,1,2024,4,22,0,0.0,winter
2024-01-22,2,Smart Watch Pro,Wearables,249.5,4,998.0,0,0,1,2024,4,22,0,0.0,winter
2024-01-22,3,Minimalist Lamp,Home Decor,45.0,4,180.0,0,0,1,2024,4,22,0,0.0,winter
2024-01-22,4,Leather Crossbody,Fashion,129.0,1,129.0,0,0,1,2024,4,22,0,0.0,winter
2024-01-22,5,Ceramic Vase Set,Home Decor,68.0,5,340.0,0,0,1,2024,4,22,0,0.0,winter
2024-01-22,6,Wireless Earbuds,Electronics,159.99,10,1599.9,0,0,1,2024,4,22,0,0.0,winter
2024-01-22,7,Gaming Keyboard,Electronics,89.99,9,809.91,0,0,1,2024,4,22,0,0.0,winter
2024-01-22,8,Yoga Mat Premium,Sports,34.99,9,314.91,0,0,1,2024,4,22,0,0.0,winter
2024-01-22,9,Coffee Maker Deluxe,Appliances,149.99,6,899.94,0,0,1,2024,4,22,0,0.0,winter
2024-01-22,10,Smart Speaker,Electronics,79.99,7,559.93,0,0,1,2024,4,22,0,0.0,winter
2024-01-23,1,Nova Headphones,Electronics,199.99,11,2199.89,1,0,1,2024,4,23,0,0.0,winter
2024-01-23,2,Smart Watch Pro,Wearables,249.5,7,1746.5,1,0,1,2024,4,23,0,0.0,winter
2024-01-23,3,Minimalist Lamp,Home Decor,45.0,8,360.0,1,0,1,2024,4,23,0,0.0,winter
2024-01-23,4,Leather Crossbody,Fashion,129.0,2,258.0,1,0,1,2024,4,23,0,0.0,winter
2024-01-23,5,Ceramic Vase Set,Home Decor,68.0,6,408.0,1,0,1,2024,4,23,0,0.0,winter
2024-01-23,6,Wireless Earbuds,Electronics,159.99,22,3519.78,1,0,1,2024,4,23,0,0.0,winter
2024-01-23,7,Gaming Keyboard,Electronics,89.99,11,989.89,1,0,1,2024,4,23,0,0.0,winter
2024-01-23,8,Yoga Mat Premium,Sports,34.99,7,244.93,1,0,1,2024,4,23,0,0.0,winter
2024-01-23,9,Coffee Maker Deluxe,Appliances,149.99,5,749.95,1,0,1,2024,4,23,0,0.0,winter
2024-01-23,10,Smart Speaker,Electronics,79.99,14,1119.86,1,0,1,2024,4,23,0,0.0,winter
2024-01-24,1,Nova Headphones,Electronics,199.99,6,1199.94,2,0,1,2024,4,24,0,0.0,winter
2024-01-24,2,Smart Watch Pro,Wearables,249.5,7,1746.5,2,0,1,2024,4,24,0,0.0,winter
2024-01-24,3,Minimalist Lamp,Home Decor,45.0,4,180.0,2,0,1,2024,4,24,0,0.0,winter
2024-01-24,4,Leather Crossbody,Fashion,129.0,1,129.0,2,0,1,2024,4,24,0,0.0,winter
2024-01-24,5,Ceramic Vase Set,Home Decor,68.0,4,272.0,2,0,1,2024,4,24,0,0.0,winter
2024-01-24,6,Wireless Earbuds,Electronics,159.99,17,2719.83,2,0,1,2024,4,24,0,0.0,winter
2024-01-24,7,Gaming Keyboard,Electronics,89.99,6,539.94,2,0,1,2024,4,24,0,0.0,winter
2024-01-24,8,Yoga Mat Premium,Sports,34.99,8,279.92,2,0,1,2024,4,24,0,0.0,winter
2024-01-24,9,Coffee Maker Deluxe,Appliances,149.99,12,1799.88,2,0,1,2024,4,24,0,0.0,winter
2024-01-24,10,Smart Speaker,Electronics,79.99,12,959.88,2,0,1,2024,4,24,0,0.0,winter
2024-01-25,1,Nova Headphones,Electronics,199.99,13,2599.87,3,0,1,2024,4,25,0,0.0,winter
2024-01-25,2,Smart Watch Pro,Wearables,249.5,8,1996.0,3,0,1,2024,4,25,0,0.0,winter
2024-01-25,3,Minimalist Lamp,Home Decor,45.0,6,270.0,3,0,1,2024,4,25,0,0.0,winter
2024-01-25,4,Leather Crossbody,Fashion,129.0,2,258.0,3,0,1,2024,4,25,0,0.0,winter
2024-01-25,5,Ceramic Vase Set,Home Decor,68.0,8,544.0,3,0,1,2024,4,25,0,0.0,winter
